N,P,K,temperature,humidity,ph,rainfall,label,Primary_Fertilizer,Soil_Texture,Soil_Texture_Label,N_to_P_ratio,K_to_N_ratio
87,60,23,20.27317074,63.91281869,6.439071996,62.50351892,maize,Urea,Loam,1,1.426229508,0.261363636
65,60,43,21.97199397,81.89918197,5.658169482,227.3637009,rice,Calcium Ammonium Nitrate,Clay,0,1.06557377,0.651515152
74,55,19,18.05033737,62.89366992,6.28886807,84.23613484,maize,Calcium Ammonium Nitrate,Loam,1,1.321428571,0.253333333
89,28,33,26.44414097,53.83876189,6.993236001,175.3723314,coffee,Urea,Loam,1,3.068965517,0.366666667
70,54,46,39.73149053,91.12220596,6.919342407,122.7628653,papaya,Urea,Clay,0,1.272727273,0.647887324
65,62,51,31.53243779,90.87394933,6.511624841,207.0735119,papaya,Urea,Sandy,3,1.031746032,0.772727273
73,58,21,19.97215954,57.68272924,6.596060648,60.65171481,maize,Calcium Ammonium Nitrate,Loam,1,1.237288136,0.283783784
60,59,22,31.86847286,66.74217464,7.191522601,74.22238583,blackgram,Calcium Ammonium Nitrate,Loam,1,1.0,0.360655738
57,56,78,17.34150229,18.75626255,8.861479668,67.9545435,chickpea,Sulfate of Potash (SOP),Clay,0,1.0,1.344827586
90,49,21,24.84016732,68.3584573,6.472523287,74.05474936,maize,Urea,Loam,1,1.8,0.230769231
61,41,44,24.36972377,82.11319791,6.537914958,159.9210934,jute,Calcium Ammonium Nitrate,Clay,0,1.452380952,0.709677419
85,53,38,24.90075709,73.84186449,6.588017308,153.8990984,jute,Calcium Ammonium Nitrate,Clay,0,1.574074074,0.441860465
78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,rice,Calcium Ammonium Nitrate,Clay,0,2.166666667,0.556962025
60,38,17,18.41932981,64.23580251,6.474476516,76.41312437,maize,Calcium Ammonium Nitrate,Loam,1,1.538461538,0.278688525
91,12,46,24.64458469,85.49938185,6.343942518,48.31219031,watermelon,Calcium Ammonium Nitrate,Sandy,3,7.0,0.5
86,36,24,26.54986394,72.89187265,5.787268394,73.33636055,maize,Calcium Ammonium Nitrate,Sandy,3,2.324324324,0.275862069
72,60,25,18.52510753,69.0276233,5.773454729,88.10234397,maize,Urea,Sandy,3,1.180327869,0.342465753
82,24,26,24.31274458,53.57285558,6.089443603,184.4103931,coffee,Calcium Ammonium Nitrate,Loam,1,3.28,0.313253012
80,18,51,28.05380704,91.81758779,6.706053225,20.76582087,muskmelon,Calcium Ammonium Nitrate,Clay,0,4.210526316,0.62962963
80,90,47,26.59743595,79.35898915,6.21084479,107.3944717,banana,Diammonium Phosphate (DAP),Clay,0,0.879120879,0.580246914
82,48,36,25.79351957,81.76904006,6.352076783,193.2418382,jute,Urea,Clay,0,1.673469388,0.43373494
82,20,54,29.34033587,90.01506395,6.541150335,21.44532907,muskmelon,Urea,Clay,0,3.904761905,0.65060241
98,44,21,25.77175115,74.089114,6.524478032,107.4931917,maize,Calcium Ammonium Nitrate,Clay,0,2.177777778,0.212121212
90,57,24,18.92851916,72.80086137,6.158860284,82.34162918,maize,Urea,Sandy,3,1.551724138,0.263736264
89,25,50,27.04863538,91.34685096,6.375923383,25.08146686,muskmelon,Urea,Clay,0,3.423076923,0.555555556
85,37,39,24.52783742,82.73685569,6.364134968,224.6757231,rice,Calcium Ammonium Nitrate,Clay,0,2.236842105,0.453488372
70,43,40,24.35564134,88.80391021,6.176860192,169.1168028,jute,Calcium Ammonium Nitrate,Clay,0,1.590909091,0.563380282
90,40,39,25.72668885,81.86171563,6.626503893,191.9649389,jute,Calcium Ammonium Nitrate,Sandy,3,2.195121951,0.428571429
83,11,53,29.54097171,92.91778307,6.163921248,21.9653077,muskmelon,Urea,Clay,0,6.916666667,0.630952381
76,40,43,25.15745531,83.11713476,5.070175667,231.3843163,rice,Calcium Ammonium Nitrate,Clay,0,1.853658537,0.558441558
95,39,36,23.86330467,83.15250801,5.561398642,285.2493645,rice,Calcium Ammonium Nitrate,Sandy,3,2.375,0.375
50,74,17,27.10053268,63.36085585,6.5408208,73.84949872,blackgram,Superphosphate,Loam,1,0.666666667,0.333333333
85,9,53,28.20619412,92.86798698,6.447662945,28.78654515,muskmelon,Urea,Sandy,3,8.5,0.61627907
86,26,27,27.13140403,52.89368299,6.081172981,192.4280381,coffee,Calcium Ammonium Nitrate,Sandy,3,3.185185185,0.310344828
69,67,52,27.71948962,94.43877142,6.827305908,82.83061083,papaya,Calcium Ammonium Nitrate,Clay,0,1.014705882,0.742857143
83,94,47,27.39872329,81.10523402,6.469370954,112.1355384,banana,Diammonium Phosphate (DAP),Clay,0,0.873684211,0.55952381
97,59,43,26.35927159,84.04403589,6.286500176,271.3586137,rice,Urea,Clay,0,1.616666667,0.43877551
60,61,78,20.71219282,19.83643308,6.317153205,94.03659867,chickpea,Muriate of Potash (MOP),Clay,0,0.967741935,1.278688525
80,90,47,26.59743595,79.35898915,6.21084479,107.3944717,banana,Superphosphate,Clay,0,0.879120879,0.580246914
86,79,45,27.81251452,82.69285419,5.80766417,99.20961514,banana,Calcium Ammonium Nitrate,Sandy,3,1.075,0.517241379
69,47,40,25.37122686,76.2403666,6.130136384,183.8270791,jute,Urea,Clay,0,1.4375,0.571428571
56,59,55,37.03551903,91.79430166,6.551892638,188.5181422,papaya,Superphosphate,Clay,0,0.933333333,0.964912281
91,41,37,24.48556447,83.20630007,6.132570523,192.2316221,jute,Urea,Sandy,3,2.166666667,0.402173913
88,52,39,23.92887902,88.07112278,6.880204617,154.6608736,jute,Calcium Ammonium Nitrate,Clay,0,1.660377358,0.438202247
76,51,18,26.16985907,71.96246617,6.247040422,79.84925393,maize,Urea,Clay,0,1.461538462,0.233766234
79,43,39,21.66628296,80.70960551,7.062779015,210.8142087,rice,Calcium Ammonium Nitrate,Clay,0,1.795454545,0.4875
84,40,43,25.01157559,88.3313023,7.228268228,169.4168014,jute,Calcium Ammonium Nitrate,Sandy,3,2.048780488,0.505882353
85,38,41,21.58711777,82.7883708,6.249050656,276.6552459,rice,Urea,Clay,0,2.179487179,0.476744186
86,37,16,20.51716779,59.21235483,5.561510732,67.61013737,maize,Urea,Loam,1,2.263157895,0.183908046
52,73,79,17.25769499,18.74943955,7.840339389,94.00287214,chickpea,Muriate of Potash (MOP),Clay,0,0.702702703,1.490566038
66,44,20,19.0781471,69.02298571,6.740000688,80.72515943,maize,Urea,Sandy,3,1.466666667,0.298507463
76,54,45,24.29496635,77.62976013,6.176618831,184.9800516,jute,Urea,Clay,0,1.381818182,0.584415584
91,35,38,24.8972823,80.52586088,6.13428721,183.6793207,rice,Urea,Clay,0,2.527777778,0.413043478
95,23,45,27.82424457,90.56698742,6.266208727,21.19014526,muskmelon,Urea,Clay,0,3.958333333,0.46875
66,58,35,23.5643831,79.46283115,7.321619041,185.25947,jute,Urea,Sandy,3,1.118644068,0.52238806
78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,rice,Urea,Sandy,3,2.166666667,0.556962025
99,57,35,26.75754171,81.17734011,5.960370061,272.2999056,rice,Calcium Ammonium Nitrate,Clay,0,1.706896552,0.35
83,95,50,26.51682337,77.79913575,5.50947065,108.8547508,banana,Diammonium Phosphate (DAP),Clay,0,0.864583333,0.595238095
92,7,48,26.27520631,86.63249555,6.956508826,54.38748495,watermelon,Urea,Clay,0,11.5,0.516129032
94,37,41,24.7634518,87.06071115,6.463538707,179.1630865,jute,Urea,Sandy,3,2.473684211,0.431578947
96,86,51,29.90888522,76.98740841,6.257369799,91.99964712,banana,Calcium Ammonium Nitrate,Clay,0,1.103448276,0.525773196
68,40,19,26.14384005,66.20569924,6.655426355,107.2361366,maize,Calcium Ammonium Nitrate,Loam,1,1.658536585,0.275362319
78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,rice,Urea,Clay,0,2.166666667,0.556962025
63,58,22,18.25405352,55.28220433,6.204747653,63.72358154,maize,Urea,Loam,1,1.06779661,0.34375
91,55,15,18.09300227,72.61024172,6.376651091,78.96159541,maize,Calcium Ammonium Nitrate,Clay,0,1.625,0.163043478
52,65,20,32.81705216,66.15665137,6.814301033,68.83924882,blackgram,Superphosphate,Sandy,3,0.787878788,0.377358491
72,60,25,18.52510753,69.0276233,5.773454729,88.10234397,maize,Urea,Loam,1,1.180327869,0.342465753
59,63,18,31.65531175,60.13263713,6.52669158,66.69096751,blackgram,Diammonium Phosphate (DAP),Sandy,3,0.921875,0.3
98,8,51,26.1793464,86.52258079,6.25933595,49.43050977,watermelon,Calcium Ammonium Nitrate,Clay,0,10.88888889,0.515151515
78,48,22,23.08974909,63.10459626,5.588650585,70.43473609,maize,Urea,Loam,1,1.591836735,0.278481013
91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,rice,Calcium Ammonium Nitrate,Clay,0,2.527777778,0.423913043
98,27,27,24.71384065,51.29142534,7.238109556,197.6439711,coffee,Urea,Sandy,3,3.5,0.272727273
84,27,29,23.32293161,53.00366334,7.167092586,168.2644287,coffee,Calcium Ammonium Nitrate,Loam,1,3.0,0.341176471
98,8,51,26.1793464,86.52258079,6.25933595,49.43050977,watermelon,Calcium Ammonium Nitrate,Clay,0,10.88888889,0.515151515
92,85,51,29.22118628,81.08183635,5.740764682,108.8616474,banana,Calcium Ammonium Nitrate,Sandy,3,1.069767442,0.548387097
95,38,22,19.84939404,61.24500053,5.730617109,100.7689246,maize,Calcium Ammonium Nitrate,Sandy,3,2.435897436,0.229166667
89,52,42,23.09433785,81.45139295,6.14132902,196.6587013,jute,Calcium Ammonium Nitrate,Clay,0,1.679245283,0.466666667
89,11,47,29.78714005,94.65343534,6.327822962,27.8659442,muskmelon,Urea,Clay,0,7.416666667,0.522222222
73,58,21,19.97215954,57.68272924,6.596060648,60.65171481,maize,Urea,Loam,1,1.237288136,0.283783784
98,22,47,29.07265321,91.91533173,6.341400922,28.83568362,muskmelon,Calcium Ammonium Nitrate,Clay,0,4.260869565,0.474747475
52,58,16,30.64095781,61.14508627,7.167435834,71.36947525,blackgram,Diammonium Phosphate (DAP),Loam,1,0.881355932,0.301886792
74,39,23,22.6265115,65.77472881,6.78073637,88.17251033,maize,Calcium Ammonium Nitrate,Sandy,3,1.85,0.306666667
60,43,44,21.01944696,82.95221726,7.416245107,298.4018471,rice,Calcium Ammonium Nitrate,Clay,0,1.363636364,0.721311475
76,54,45,24.29496635,77.62976013,6.176618831,184.9800516,jute,Calcium Ammonium Nitrate,Clay,0,1.381818182,0.584415584
71,54,35,26.63952463,70.95705996,7.311077075,199.3355744,jute,Calcium Ammonium Nitrate,Clay,0,1.290909091,0.486111111
68,62,50,33.20258348,92.76437927,6.977700268,197.5282582,papaya,Calcium Ammonium Nitrate,Sandy,3,1.079365079,0.724637681
73,43,42,26.58361011,78.00774772,6.310699968,154.8238864,jute,Calcium Ammonium Nitrate,Clay,0,1.659090909,0.567567568
67,41,40,25.848795,87.81661683,7.333143205,152.6194403,jute,Calcium Ammonium Nitrate,Clay,0,1.595238095,0.588235294
95,55,42,26.79533926,82.1480873,5.950660556,193.3473987,rice,Urea,Clay,0,1.696428571,0.4375
88,35,40,23.57943626,83.58760316,5.85393208,291.2986618,rice,Urea,Clay,0,2.444444444,0.449438202
92,21,48,25.81692236,82.043255,6.377427122,54.82963379,watermelon,Calcium Ammonium Nitrate,Sandy,3,4.181818182,0.516129032
84,40,43,25.01157559,88.3313023,7.228268228,169.4168014,jute,Urea,Sandy,3,2.048780488,0.505882353
99,6,46,28.61475136,94.22253035,6.39637861,28.98574189,muskmelon,Urea,Clay,0,14.14285714,0.46
82,35,44,26.96656378,78.21047693,6.239011,169.8391177,jute,Calcium Ammonium Nitrate,Clay,0,2.277777778,0.530120482
89,60,17,25.37548751,57.21025565,5.983952675,101.7004306,maize,Urea,Sandy,3,1.459016393,0.188888889
90,44,38,23.83509503,83.88387074,7.473134377,241.2013513,rice,Calcium Ammonium Nitrate,Clay,0,2.0,0.417582418
97,12,47,25.28784623,89.63667876,6.765094964,58.28697664,watermelon,Calcium Ammonium Nitrate,Clay,0,7.461538462,0.479591837
60,36,43,23.43121862,83.06310136,5.286203711,219.9048349,rice,Calcium Ammonium Nitrate,Sandy,3,1.621621622,0.704918033
97,29,27,27.74576987,54.36976075,7.205078785,139.8619431,coffee,Urea,Sandy,3,3.233333333,0.275510204
79,59,17,20.37999665,63.73849998,6.644205485,108.5054416,maize,Calcium Ammonium Nitrate,Loam,1,1.316666667,0.2125
79,51,16,25.33797709,68.49835977,6.586244581,96.46380213,maize,Urea,Sandy,3,1.519230769,0.2
99,36,20,20.57981887,65.34583901,6.671085817,78.34604471,maize,Calcium Ammonium Nitrate,Sandy,3,2.675675676,0.2
81,18,50,26.80750629,88.22874955,6.429788073,58.79889057,watermelon,Urea,Clay,0,4.263157895,0.609756098
84,27,29,23.32293161,53.00366334,7.167092586,168.2644287,coffee,Urea,Loam,1,3.0,0.341176471
81,16,45,26.90435747,86.25426228,6.727468157,59.75980023,watermelon,Urea,Clay,0,4.764705882,0.548780488
82,75,55,27.34585147,78.4873835,6.281069505,92.15524332,banana,Urea,Clay,0,1.078947368,0.662650602
65,60,43,21.97199397,81.89918197,5.658169482,227.3637009,rice,Calcium Ammonium Nitrate,Clay,0,1.06557377,0.651515152
68,69,52,25.65492304,92.74501561,6.813383387,52.95477913,papaya,Diammonium Phosphate (DAP),Sandy,3,0.971428571,0.753623188
95,75,50,28.08166093,75.26429821,5.623615687,118.2761894,banana,Urea,Sandy,3,1.25,0.520833333
93,56,42,23.85724032,82.22572988,7.382762603,195.0948311,rice,Urea,Clay,0,1.631578947,0.446808511
88,21,27,24.43011925,66.02411187,7.231166546,181.6368274,coffee,Urea,Loam,1,4.0,0.303370787
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,Urea,Clay,0,1.813953488,0.53164557
80,43,16,23.55882094,71.59351368,6.657964753,66.71995467,maize,Urea,Clay,0,1.818181818,0.197530864
67,35,22,23.30546753,63.24648023,6.385684214,108.7603001,maize,Calcium Ammonium Nitrate,Loam,1,1.861111111,0.323529412
91,24,55,26.27061608,83.09194521,6.259086583,46.76837499,watermelon,Calcium Ammonium Nitrate,Clay,0,3.64,0.597826087
76,49,42,24.958779,84.47963372,5.206373153,196.9560008,rice,Calcium Ammonium Nitrate,Clay,0,1.52,0.545454545
80,71,47,27.50527651,80.79783998,6.156373499,105.0776992,banana,Urea,Clay,0,1.111111111,0.580246914
87,25,46,27.42711692,90.02696201,6.379690748,21.7508774,muskmelon,Calcium Ammonium Nitrate,Clay,0,3.346153846,0.522727273
68,41,16,21.77689322,57.80840636,6.158830619,102.0861694,maize,Calcium Ammonium Nitrate,Loam,1,1.619047619,0.231884058
74,55,19,18.05033737,62.89366992,6.28886807,84.23613484,maize,Urea,Loam,1,1.321428571,0.253333333
91,36,45,24.44345477,82.45432595,5.950647577,267.9761948,rice,Urea,Clay,0,2.459459459,0.489130435
83,10,53,24.92994759,85.00802358,6.195142279,48.75859458,watermelon,Urea,Clay,0,7.545454545,0.630952381
81,56,36,23.39605743,72.60512854,7.097586415,174.7876411,jute,Urea,Sandy,3,1.421052632,0.43902439
70,47,17,24.6129118,70.4162444,6.600827017,104.1626147,maize,Calcium Ammonium Nitrate,Clay,0,1.458333333,0.23943662
75,49,15,21.53574127,71.50905983,5.918263801,102.4852929,maize,Urea,Clay,0,1.5,0.197368421
98,22,47,29.07265321,91.91533173,6.341400922,28.83568362,muskmelon,Calcium Ammonium Nitrate,Clay,0,4.260869565,0.474747475
91,36,45,24.44345477,82.45432595,5.950647577,267.9761948,rice,Calcium Ammonium Nitrate,Clay,0,2.459459459,0.489130435
98,43,35,25.40785911,76.44048625,7.319952206,188.6372826,jute,Urea,Sandy,3,2.227272727,0.353535354
88,46,42,22.68319059,83.46358271,6.604993475,194.2651719,rice,Calcium Ammonium Nitrate,Clay,0,1.872340426,0.471910112
61,41,17,25.1420613,65.26185135,6.021902237,76.68456006,maize,Urea,Loam,1,1.452380952,0.274193548
80,15,28,23.11438731,68.00096043,6.703270635,161.8944624,coffee,Urea,Sandy,3,5.0,0.345679012
78,50,43,25.12417673,85.72530641,6.348441469,159.5718087,jute,Calcium Ammonium Nitrate,Clay,0,1.529411765,0.544303797
58,71,15,27.82592799,67.5861883,6.919243702,74.01229707,blackgram,Diammonium Phosphate (DAP),Loam,1,0.805555556,0.254237288
93,91,47,27.84767901,83.31110751,6.101241579,117.2878912,banana,Calcium Ammonium Nitrate,Clay,0,1.010869565,0.5
92,60,23,18.66746724,71.516474,5.721667141,69.93293255,maize,Calcium Ammonium Nitrate,Sandy,3,1.508196721,0.247311828
57,64,55,26.68386496,92.9585411,6.583760499,62.50689682,papaya,Superphosphate,Clay,0,0.876923077,0.948275862
94,26,27,26.36629861,52.25738495,7.456460375,177.3176161,coffee,Calcium Ammonium Nitrate,Loam,1,3.481481481,0.284210526
58,75,25,25.25596239,61.36669662,7.261791753,68.64685069,blackgram,Superphosphate,Loam,1,0.763157895,0.423728814
97,36,45,22.2286982,81.85872947,6.939083505,278.0791793,rice,Calcium Ammonium Nitrate,Clay,0,2.621621622,0.459183673
94,54,17,23.39128187,61.74427165,5.871647806,107.3198135,maize,Urea,Loam,1,1.709090909,0.178947368
63,58,50,43.03714283,94.6428898,6.720744449,41.5856585,papaya,Calcium Ammonium Nitrate,Clay,0,1.06779661,0.78125
66,60,38,22.08576562,83.47038318,6.372576327,231.7364957,rice,Urea,Clay,0,1.081967213,0.567164179
95,74,50,25.90113128,80.47152737,6.002481605,110.10323,banana,Urea,Sandy,3,1.266666667,0.520833333
52,73,79,17.25769499,18.74943955,7.840339389,94.00287214,chickpea,Muriate of Potash (MOP),Clay,0,0.702702703,1.490566038
69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,rice,Calcium Ammonium Nitrate,Sandy,3,1.468085106,0.585714286
76,49,42,24.958779,84.47963372,5.206373153,196.9560008,rice,Calcium Ammonium Nitrate,Clay,0,1.52,0.545454545
78,40,38,26.46428311,83.85642678,7.549873681,248.2256491,rice,Calcium Ammonium Nitrate,Clay,0,1.902439024,0.481012658
56,59,55,37.03551903,91.79430166,6.551892638,188.5181422,papaya,Superphosphate,Clay,0,0.933333333,0.964912281
50,56,76,20.99502153,19.8601304,7.966605025,73.50734019,chickpea,Muriate of Potash (MOP),Clay,0,0.877192982,1.490196078
51,72,75,18.88852533,14.99451145,7.104224797,80.1113384,chickpea,Sulfate of Potash (SOP),Clay,0,0.698630137,1.442307692
81,56,36,23.39605743,72.60512854,7.097586415,174.7876411,jute,Urea,Clay,0,1.421052632,0.43902439
63,58,47,26.83054058,90.75379971,6.864143752,144.6656444,papaya,Calcium Ammonium Nitrate,Clay,0,1.06779661,0.734375
90,14,52,24.84740848,89.20454622,6.391858432,59.67927244,watermelon,Calcium Ammonium Nitrate,Clay,0,6.0,0.571428571
91,21,26,26.33377983,57.36469955,7.261313694,191.6549412,coffee,Calcium Ammonium Nitrate,Loam,1,4.136363636,0.282608696
92,75,45,29.01207743,77.95192527,5.674403359,90.43495443,banana,Calcium Ammonium Nitrate,Clay,0,1.210526316,0.483870968
60,59,22,31.86847286,66.74217464,7.191522601,74.22238583,blackgram,Calcium Ammonium Nitrate,Loam,1,1.0,0.360655738
95,26,45,29.91690582,94.55695552,6.117530021,28.16057247,muskmelon,Calcium Ammonium Nitrate,Clay,0,3.518518519,0.46875
67,59,41,21.94766735,80.97384195,6.012632591,213.3560921,rice,Calcium Ammonium Nitrate,Clay,0,1.116666667,0.602941176
99,57,38,24.80624984,82.09281674,6.356295568,156.3616174,jute,Calcium Ammonium Nitrate,Clay,0,1.706896552,0.38
65,37,40,23.35905428,83.59512273,5.333322606,188.413665,rice,Urea,Clay,0,1.710526316,0.606060606
90,52,25,25.97482359,69.36385721,6.822586546,103.2234212,maize,Calcium Ammonium Nitrate,Loam,1,1.698113208,0.274725275
54,62,80,17.48911699,16.39055394,7.489545074,79.45758333,chickpea,Sulfate of Potash (SOP),Clay,0,0.857142857,1.454545455
50,60,47,32.57720726,92.74889453,6.92791761,93.7942847,papaya,Superphosphate,Clay,0,0.819672131,0.921568627
91,7,53,25.13735887,89.28272716,6.457216535,43.52897517,watermelon,Urea,Sandy,3,11.375,0.576086957
91,41,37,24.48556447,83.20630007,6.132570523,192.2316221,jute,Calcium Ammonium Nitrate,Clay,0,2.166666667,0.402173913
60,48,39,24.28209415,80.30025587,7.042299069,231.0863347,rice,Urea,Clay,0,1.224489796,0.639344262
81,6,55,24.88910524,85.87059083,6.110142735,51.70699144,watermelon,Calcium Ammonium Nitrate,Clay,0,11.57142857,0.670731707
55,77,22,31.4345059,62.99303471,7.76061831,64.77651469,blackgram,Superphosphate,Clay,0,0.705128205,0.392857143
94,37,41,24.7634518,87.06071115,6.463538707,179.1630865,jute,Urea,Clay,0,2.473684211,0.431578947
79,45,20,23.80546189,59.24537979,5.715208817,89.9622014,maize,Calcium Ammonium Nitrate,Sandy,3,1.717391304,0.25
84,55,38,26.8748389,79.78725152,6.956682743,173.1017097,jute,Urea,Clay,0,1.5,0.447058824
89,9,47,29.47156259,90.77069618,6.668382766,28.75226067,muskmelon,Calcium Ammonium Nitrate,Clay,0,8.9,0.522222222
93,43,38,23.61475336,86.14290267,6.987332927,150.2355238,jute,Calcium Ammonium Nitrate,Clay,0,2.113636364,0.404255319
60,58,51,42.07213781,92.92203105,6.840802254,165.7412972,papaya,Urea,Clay,0,1.016949153,0.836065574
94,70,48,25.13686519,84.88394407,6.195152442,91.46442491,banana,Calcium Ammonium Nitrate,Clay,0,1.323943662,0.505263158
82,29,35,26.67377159,52.24226285,6.246872394,156.1543898,coffee,Calcium Ammonium Nitrate,Loam,1,2.733333333,0.421686747
58,67,45,38.72382798,91.72514851,6.702424548,62.62377075,papaya,Diammonium Phosphate (DAP),Clay,0,0.852941176,0.762711864
71,35,24,22.27373646,59.52193158,5.826426917,67.96704792,maize,Urea,Loam,1,1.972222222,0.333333333
83,60,36,25.59704938,80.14509262,6.903985986,200.834898,rice,Urea,Sandy,3,1.360655738,0.428571429
99,15,27,27.0424167,57.27927475,6.501157208,165.6872119,coffee,Calcium Ammonium Nitrate,Loam,1,6.1875,0.27
95,74,50,25.90113128,80.47152737,6.002481605,110.10323,banana,Calcium Ammonium Nitrate,Clay,0,1.266666667,0.520833333
99,29,55,29.19378695,91.46241065,6.660954816,26.48240255,muskmelon,Urea,Clay,0,3.3,0.55
90,46,42,23.97898217,81.45061596,7.50283396,250.0832336,rice,Calcium Ammonium Nitrate,Clay,0,1.914893617,0.461538462
96,86,51,29.90888522,76.98740841,6.257369799,91.99964712,banana,Calcium Ammonium Nitrate,Clay,0,1.103448276,0.525773196
52,65,20,32.81705216,66.15665137,6.814301033,68.83924882,blackgram,Superphosphate,Sandy,3,0.787878788,0.377358491
60,55,36,26.12797248,80.49172597,7.132389299,150.6326874,jute,Urea,Clay,0,1.071428571,0.590163934
